mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,rms_mean,rms_std,zcr_mean,zcr_std,label,filepath
-370.7245178222656,95.62581634521484,36.67243194580078,19.07503318786621,7.518641471862793,1.0105689764022827,-5.163182735443115,-1.4668381214141846,7.261204719543457,-5.263180255889893,-4.7646331787109375,-1.552406668663025,-3.6469154357910156,100.42810821533203,37.85912322998047,20.175748825073242,26.31061363220215,21.365890502929688,18.14286994934082,13.232856750488281,12.220647811889648,9.564452171325684,8.047682762145996,6.048266410827637,4.522594451904297,6.711627006530762,0.016457311809062958,0.01488504372537136,0.09113666373239436,0.07578692961899358,neutral,data/AudioWAV/1091_TAI_NEU_XX.wav
-384.2710266113281,106.77030944824219,42.52033615112305,15.005955696105957,3.9137632846832275,7.722384452819824,0.5320209264755249,0.8471839427947998,-1.3793877363204956,-1.9398298263549805,1.0603704452514648,-4.828829765319824,-5.683962821960449,71.32814025878906,37.57499313354492,28.112031936645508,16.5334529876709,12.783954620361328,10.248679161071777,8.441059112548828,8.279751777648926,5.138465881347656,7.152319431304932,6.202358245849609,4.985319137573242,6.096639156341553,0.010462475009262562,0.007857977412641048,0.09057992788461539,0.09276644406352852,sad,data/AudioWAV/1033_IWW_SAD_XX.wav
-358.4687805175781,113.28961181640625,30.975263595581055,34.44108200073242,2.817286252975464,-0.07395818084478378,8.286035537719727,-13.483587265014648,-6.651171684265137,-0.2510872185230255,-6.862689971923828,2.3591809272766113,-4.939652442932129,89.03424072265625,19.917911529541016,30.95893096923828,16.791288375854492,24.35091209411621,11.02961254119873,10.973577499389648,16.085325241088867,9.685620307922363,9.291694641113281,9.058629035949707,6.253846168518066,7.258597373962402,0.02012931928038597,0.01784789003431797,0.05844842819940476,0.022884292329425758,neutral,data/AudioWAV/1070_IOM_NEU_XX.wav
-408.8591003417969,110.95026397705078,47.31258010864258,22.696571350097656,13.178455352783203,6.431899547576904,-2.8125874996185303,-4.602823257446289,-1.7574118375778198,0.6503207087516785,1.6296920776367188,-0.6172056198120117,-1.9594414234161377,60.83583068847656,27.300182342529297,14.58794116973877,18.546287536621094,15.768126487731934,7.613417625427246,8.723812103271484,9.382332801818848,6.996837615966797,5.397542476654053,7.456855297088623,4.2818217277526855,4.754573345184326,0.009798211045563221,0.007828264497220516,0.057026877332089554,0.01859597809628049,neutral,data/AudioWAV/1077_IEO_NEU_XX.wav
-394.2666320800781,104.756103515625,18.33129119873047,15.528386116027832,11.986323356628418,7.611562252044678,-7.472562313079834,-4.142512321472168,-6.071712493896484,-8.435097694396973,1.665340781211853,-15.470032691955566,-3.3230810165405273,58.4680061340332,13.631437301635742,15.852070808410645,18.33013153076172,15.12584400177002,11.758905410766602,9.987784385681152,7.096014976501465,6.318305492401123,8.8377103805542,6.674568176269531,8.180660247802734,8.040220260620117,0.00996073242276907,0.00819991435855627,0.06973230698529412,0.03217050450004245,sad,data/AudioWAV/1002_IWL_SAD_XX.wav
-381.9512023925781,115.89724731445312,33.99170684814453,30.240589141845703,1.0676687955856323,-1.9306373596191406,3.255438804626465,-9.734917640686035,-2.35640287399292,1.1181881427764893,0.5842905640602112,0.7099282741546631,-4.898632049560547,61.78479766845703,24.30035972595215,26.469120025634766,23.66288185119629,21.943859100341797,12.635360717773438,10.47237491607666,7.047133445739746,6.506718158721924,6.91045618057251,8.015610694885254,7.089502811431885,7.074047088623047,0.013437889516353607,0.010662805289030075,0.060962818287037035,0.016833115479960845,happy,data/AudioWAV/1031_MTI_HAP_XX.wav
-171.79052734375,55.026058197021484,-15.190790176391602,8.960823059082031,-23.267894744873047,1.0743855237960815,-8.120658874511719,-9.795967102050781,-0.5623196363449097,-9.867700576782227,-0.4287266433238983,4.393890380859375,-1.728652834892273,164.7173614501953,19.596309661865234,51.67580032348633,34.47213363647461,37.27344512939453,22.480396270751953,15.641270637512207,11.942959785461426,9.300553321838379,11.547966957092285,8.784045219421387,14.700238227844238,12.269392967224121,0.15865790843963623,0.14363430440425873,0.14440199908088236,0.07490227717006857,angry,data/AudioWAV/1010_IEO_ANG_HI.wav
-230.93197631835938,73.28136444091797,4.011109352111816,9.333178520202637,-10.342151641845703,-6.210399627685547,0.35828104615211487,-8.569092750549316,3.728266954421997,2.8780505657196045,-5.651815891265869,2.7339894771575928,-8.182609558105469,133.69479370117188,19.239990234375,32.06011199951172,35.71446990966797,22.614639282226562,21.833127975463867,11.641806602478027,14.872380256652832,10.6528959274292,8.510923385620117,11.920259475708008,4.882367134094238,7.378159046173096,0.09029717743396759,0.09504787623882294,0.11706259084302326,0.061602252191627606,happy,data/AudioWAV/1009_IEO_HAP_HI.wav
-317.1732482910156,85.7686767578125,35.58007049560547,24.40131378173828,-10.327971458435059,1.8142675161361694,1.697070598602295,-9.906838417053223,1.7266767024993896,-5.471668720245361,-0.07173774391412735,-4.033117294311523,-5.3159894943237305,133.92298889160156,26.822917938232422,35.20260238647461,29.684520721435547,38.69312286376953,16.147464752197266,11.741203308105469,11.316704750061035,11.795039176940918,7.778106212615967,8.62948226928711,7.238543510437012,5.933230876922607,0.05339347571134567,0.05858003720641136,0.08450415826612903,0.051295991438422374,angry,data/AudioWAV/1010_MTI_ANG_XX.wav
-431.1170349121094,108.97203826904297,50.845428466796875,21.432016372680664,14.72379207611084,12.137836456298828,4.835384368896484,0.4634421765804291,1.1562728881835938,1.5671075582504272,-1.9213452339172363,-3.380053758621216,-1.6768978834152222,21.34511375427246,10.584456443786621,10.615890502929688,10.264700889587402,6.24722146987915,3.8086957931518555,5.054070472717285,5.450119972229004,4.248451232910156,3.933342456817627,4.263760566711426,4.197578430175781,2.981905937194824,0.005876689683645964,0.0014627956552430987,0.04782443576388889,0.009721406266622334,sad,data/AudioWAV/1075_IEO_SAD_LO.wav
-254.88433837890625,120.94674682617188,13.838586807250977,26.51978874206543,-5.0864577293396,-16.265100479125977,-12.63100814819336,-9.869542121887207,-10.975744247436523,-2.914344072341919,0.6621434688568115,2.440291404724121,-8.275206565856934,122.00664520263672,24.775407791137695,33.332130432128906,31.54766845703125,18.649051666259766,20.610279083251953,15.813028335571289,10.831863403320312,9.250287055969238,9.676284790039062,5.297452926635742,8.125750541687012,6.771245956420898,0.07732716202735901,0.0536913126707077,0.05912486293859649,0.01452291128904755,angry,data/AudioWAV/1062_IOM_ANG_XX.wav
-319.20855712890625,90.99837493896484,26.609130859375,33.70232391357422,-2.2876553535461426,-0.01987457275390625,-1.5723795890808105,-14.149541854858398,1.205479621887207,-7.184600353240967,-6.5482072830200195,-8.650239944458008,-6.575902938842773,98.05492401123047,26.12831687927246,33.9344367980957,23.452167510986328,19.781517028808594,20.291257858276367,10.332786560058594,10.909900665283203,9.255660057067871,7.531374454498291,8.494499206542969,8.04389476776123,9.111471176147461,0.0403573140501976,0.027995465323328972,0.07448577880859375,0.035831424408939744,happy,data/AudioWAV/1028_IOM_HAP_XX.wav
-266.7128601074219,89.69917297363281,25.28895378112793,19.578899383544922,2.735832929611206,-12.835991859436035,-8.741602897644043,-4.451629161834717,-4.947503566741943,-1.5255182981491089,-2.774515151977539,3.207190752029419,-2.873920202255249,147.8739013671875,36.44721221923828,32.618614196777344,18.776491165161133,17.894594192504883,19.80607795715332,13.728559494018555,7.820096969604492,9.79047679901123,8.139870643615723,6.5281500816345215,6.679886817932129,5.915384769439697,0.06926065683364868,0.07189057767391205,0.11019234035326086,0.12536373516516872,angry,data/AudioWAV/1041_ITS_ANG_XX.wav
-321.38690185546875,117.19219207763672,33.86415481567383,27.648178100585938,-4.208018779754639,-14.36929988861084,-2.303691864013672,-8.579633712768555,-5.553417682647705,-5.954870700836182,-2.638763189315796,-0.34047597646713257,-4.677346706390381,88.79694366455078,26.28886604309082,29.62544059753418,26.931386947631836,26.933349609375,21.357120513916016,12.878984451293945,10.490671157836914,9.125015258789062,10.388364791870117,8.742008209228516,6.593058109283447,9.664438247680664,0.03463156148791313,0.026825208216905594,0.06441613399621213,0.02985775335413285,happy,data/AudioWAV/1017_MTI_HAP_XX.wav
-354.4855041503906,103.98819732666016,42.04838180541992,23.593786239624023,2.2724955081939697,3.0518903732299805,-0.6858384013175964,-9.165959358215332,-2.18452525138855,-1.8062660694122314,-0.542044460773468,-1.229354977607727,-2.667318344116211,83.07581329345703,42.02951431274414,26.792808532714844,20.834625244140625,25.606412887573242,14.118683815002441,11.829913139343262,13.46958065032959,7.1826958656311035,7.908287048339844,6.212285995483398,4.365882873535156,6.142538547515869,0.01650848053395748,0.011561780236661434,0.10129510788690477,0.10961603101185309,sad,data/AudioWAV/1019_WSI_SAD_XX.wav
-362.70709228515625,105.49825286865234,33.40011978149414,31.67122459411621,0.5648013949394226,-3.0198047161102295,-2.255833625793457,-1.8255045413970947,-2.695338249206543,1.5722326040267944,0.306650310754776,-1.9292519092559814,-4.48476505279541,75.12715148925781,19.451021194458008,31.01253318786621,12.2916841506958,17.68379020690918,17.64550018310547,12.21028995513916,10.066776275634766,6.132339000701904,6.929720878601074,5.979554176330566,5.041614055633545,4.93843936920166,0.01465226523578167,0.011368198320269585,0.06286449163732394,0.022663457806454367,neutral,data/AudioWAV/1074_DFA_NEU_XX.wav
-277.769775390625,105.80138397216797,15.905961036682129,13.913631439208984,9.75224781036377,-13.40920352935791,-11.809491157531738,-4.443547248840332,-5.242366790771484,-5.613397121429443,-7.435235023498535,0.1420426368713379,-2.7280774116516113,140.71221923828125,14.790610313415527,41.19801712036133,21.86289405822754,18.27586555480957,20.468338012695312,14.813800811767578,9.295367240905762,7.2153825759887695,9.742145538330078,9.413187026977539,7.028027534484863,6.296971797943115,0.0636923536658287,0.05305854231119156,0.06748314426369863,0.02516827308630017,happy,data/AudioWAV/1023_TIE_HAP_XX.wav
-338.36419677734375,117.0765380859375,25.941085815429688,18.534122467041016,-12.234384536743164,-7.592161655426025,3.786423444747925,-10.248893737792969,-0.4537299573421478,-4.9501872062683105,-3.535832405090332,0.2429778277873993,-5.027177333831787,92.83141326904297,36.36994552612305,35.49159240722656,32.41105651855469,34.38159942626953,21.355344772338867,13.106513977050781,12.859905242919922,7.952956676483154,8.220236778259277,6.919632911682129,9.313579559326172,8.483564376831055,0.03837115317583084,0.03458385914564133,0.07861328125,0.03951567866926663,happy,data/AudioWAV/1078_TAI_HAP_XX.wav
-294.8690185546875,96.9032211303711,23.435823440551758,14.901798248291016,6.557565212249756,-2.986009120941162,-5.117866039276123,-10.634448051452637,-9.899762153625488,-3.943354845046997,-1.9954094886779785,-0.060659389942884445,-5.330380439758301,134.78326416015625,15.794915199279785,34.289764404296875,21.571949005126953,17.965879440307617,15.036555290222168,11.67747688293457,11.999358177185059,13.003292083740234,8.286970138549805,8.638273239135742,7.734581470489502,6.442996025085449,0.08414246141910553,0.11133993417024612,0.0633861400462963,0.024971938114899377,happy,data/AudioWAV/1023_IEO_HAP_HI.wav
