mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,rms_mean,rms_std,zcr_mean,zcr_std,label,filepath
-531.3512573242188,28.876136779785156,-3.9090826511383057,-1.2318201065063477,-12.261795043945312,-6.229308128356934,-13.82104206085205,-13.465743064880371,-4.14475154876709,-5.824490547180176,-8.274012565612793,-2.0975654125213623,-7.560026168823242,207.74549865722656,53.75687026977539,33.98384094238281,28.642850875854492,28.42861557006836,17.192468643188477,18.362857818603516,17.11386489868164,9.625720024108887,10.460755348205566,10.069167137145996,6.556149005889893,10.12369155883789,0.011961942538619041,0.015588665381073952,0.284423828125,0.24500011403568353,angry,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-01-16.wav
-419.05169677734375,26.59362030029297,-7.873926162719727,2.277512788772583,-17.331602096557617,-6.614462852478027,-9.63122272491455,-12.984585762023926,0.2904311418533325,-8.322158813476562,-4.384777545928955,-0.7940791845321655,-7.439656734466553,174.26675415039062,46.56117248535156,31.075902938842773,25.26349449157715,28.561161041259766,17.146556854248047,14.882206916809082,16.520261764526367,9.390482902526855,13.989158630371094,9.762260437011719,8.453834533691406,10.526241302490234,0.025969328358769417,0.03706321492791176,0.2456640625,0.1919233051343972,angry,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-01-16.wav
-654.608154296875,54.61966323852539,3.0600461959838867,8.949586868286133,-9.970477104187012,-12.687472343444824,-15.354860305786133,-5.710081577301025,-3.952627658843994,-9.351509094238281,-5.091764450073242,0.8034783601760864,-7.800929069519043,163.91932678222656,54.5800666809082,29.033222198486328,21.16239356994629,19.341978073120117,19.975366592407227,17.177173614501953,9.622760772705078,10.28085708618164,11.27479362487793,7.60287618637085,7.382343292236328,9.760871887207031,0.0029545086435973644,0.0037445006892085075,0.2852590460526316,0.24508983575384974,sad,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-02-16.wav
-580.3336181640625,44.840919494628906,-8.78191089630127,9.451120376586914,-8.65300464630127,-22.744831085205078,-21.446495056152344,-4.676192283630371,-2.6509220600128174,-13.254265785217285,-6.837341785430908,3.009580612182617,-8.622944831848145,171.11553955078125,62.63307189941406,33.711116790771484,22.3024845123291,20.750490188598633,21.448040008544922,19.8233585357666,12.570184707641602,13.869616508483887,11.612393379211426,8.314959526062012,11.408573150634766,10.115399360656738,0.005912427790462971,0.0068511576391756535,0.3742988782051282,0.27306115851286566,sad,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-02-16.wav
-526.3311157226562,30.501785278320312,-10.215353012084961,5.861511707305908,-10.512331008911133,-13.51183795928955,-12.692577362060547,-8.857039451599121,0.8008050322532654,-7.180079936981201,-6.917527675628662,0.3056429922580719,-10.939535140991211,188.0701904296875,49.8587646484375,34.27153778076172,26.09078598022461,24.56368064880371,18.344369888305664,17.937402725219727,16.502878189086914,8.374959945678711,10.908965110778809,10.484705924987793,8.128654479980469,12.506218910217285,0.011104381643235683,0.01451959926635027,0.3167057838760504,0.23685010603882642,happy,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-02-16.wav
-557.0797729492188,32.9755973815918,-5.4685516357421875,10.16627311706543,-7.085866928100586,-8.698731422424316,-11.2221040725708,-3.1823008060455322,-1.5240596532821655,-8.05739974975586,-3.689035177230835,0.04511367529630661,-6.0287041664123535,184.43186950683594,52.31232833862305,31.645666122436523,20.925073623657227,22.15005874633789,20.15017318725586,16.931962966918945,12.948405265808105,9.474607467651367,13.126300811767578,8.019639015197754,7.88524866104126,9.695714950561523,0.008261558599770069,0.010833271779119968,0.3902513586956522,0.2698185453986554,happy,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-02-16.wav
-631.3603515625,42.052276611328125,3.912092447280884,9.181870460510254,-7.202260494232178,-12.692686080932617,-12.249072074890137,-4.8325371742248535,-5.942719459533691,-5.797338008880615,-2.917964458465576,-5.512622833251953,-5.466865539550781,173.7095184326172,66.34569549560547,35.420005798339844,26.8128662109375,21.16034507751465,20.29401397705078,17.6855411529541,10.779260635375977,11.747051239013672,8.510180473327637,6.259133338928223,9.161904335021973,6.900600910186768,0.004358073230832815,0.005631701555103064,0.280670166015625,0.26054818854059075,neutral,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-02-16.wav
-524.9685668945312,30.037654876708984,-13.828690528869629,5.28759765625,-9.492753982543945,-10.274491310119629,-14.72243881225586,-9.289043426513672,-0.7626866102218628,-8.628876686096191,-7.000329494476318,-1.0628435611724854,-7.806730270385742,187.47943115234375,47.6209602355957,35.716766357421875,20.294923782348633,23.69452667236328,20.13845443725586,18.549718856811523,15.04982852935791,10.367191314697266,11.040933609008789,8.52176284790039,7.528871059417725,9.779056549072266,0.012005805969238281,0.015214292332530022,0.2520276085805085,0.2063228992372164,happy,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-01-16.wav
-568.979248046875,36.46984100341797,-5.481939315795898,8.40251350402832,-6.699378967285156,-13.186169624328613,-12.94283676147461,-7.4396820068359375,-3.299222230911255,-8.535043716430664,-6.344935894012451,-1.0629249811172485,-6.972308158874512,175.11279296875,53.65177917480469,32.711273193359375,24.172672271728516,20.914634704589844,19.685903549194336,19.74850845336914,14.112887382507324,9.424243927001953,11.113192558288574,9.917421340942383,6.194020748138428,8.914732933044434,0.006964577361941338,0.009181463159620762,0.3301866319444444,0.22052734162018547,happy,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-01-16.wav
-649.1686401367188,53.73610305786133,4.540788173675537,8.27685832977295,-7.213784217834473,-10.180932998657227,-9.044987678527832,-6.800233364105225,-4.4819440841674805,-8.113510131835938,-4.132350444793701,-3.4114513397216797,-6.179356575012207,172.16883850097656,62.88396072387695,27.10755157470703,24.36958885192871,19.603824615478516,19.905414581298828,17.354440689086914,10.553979873657227,10.747528076171875,11.033452987670898,6.329562187194824,8.286638259887695,8.077942848205566,0.0029916574712842703,0.0036790533922612667,0.2619357638888889,0.2603619909897845,neutral,/Users/Kyle/PycharmProjects/EmotionRecognition/data/ravdess_dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-01-16.wav
